filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41,gen_42,gen_43,gen_44,gen_45,gen_46,gen_47,gen_48,gen_49,gen_50,gen_51,gen_52,gen_53,gen_54,gen_55,gen_56,gen_57,gen_58,gen_59,gen_60,gen_61,gen_62
67814601_ny_vtd_to_63_with_5000_sims,4974,4974,4974,4974,4974,4974,4974,4974,4473,4473,4473,4473,4473,4473,4473,4473,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,1919,1919,1574,1124,1124,1124,1124,1124,658,658,466,460,460,429,429,348,102,69,23
57512456_ny_vtd_to_63_with_5000_sims,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,3412,1729,1729,1682,1682,1682,1682,1661,1414,1414,1414,1414,1414,1414,1414,1262,1262,1262,1262,1262,680,425,409,163,67,38
45117714_ny_vtd_to_63_with_5000_sims,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2144,2144,2144,2144,2061,2061,2061,2061,1976,1964,1964,1964,1964,1964,1964,1964,1924,1924,1924,1924,1924,1924,1919,1919,1919,1919,1919,1919,1126,1126,833,833,833,833,833,641,455,283,199,78,28
48201148_ny_vtd_to_63_with_5000_sims,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3820,3391,3391,3391,3343,3343,3343,3343,3343,3343,1313,691,366,262,262,94,87,37
776880_ny_vtd_to_63_with_5000_sims,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3792,3750,3747,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,1811,1150,1150,763,508,423,262,138,63
62534192_ny_vtd_to_63_with_5000_sims,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1156,1052,1032,1032,1032,1032,1032,1032,882,882,882,502,269,239,131,75,27
23618000_ny_vtd_to_63_with_5000_sims,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3896,3622,3622,3622,3622,3622,3622,3367,3354,3354,3354,3354,3271,3271,3271,3271,2454,1968,621,384,346,266,162,162,162,74
92450228_ny_vtd_to_63_with_5000_sims,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,2374,1426,1409,1409,1409,1409,1409,956,956,956,956,956,596,596,576,556,95
61171182_ny_vtd_to_63_with_5000_sims,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166,1163,909,909,909,870,870,870,870,870,870,870,870,870,840,803,803,430,430,235,62,29
76925308_ny_vtd_to_63_with_5000_sims,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4455,4455,4451,4399,4399,2226,1731,1731,892,306,87,54,27
5479516_ny_vtd_to_63_with_5000_sims,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2818,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753,1708,1708,1708,610,584,584,302,68,35
10100224_ny_vtd_to_63_with_5000_sims,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,3116,1729,1729,1387,1387,1387,900,474,135,49,24
94602666_ny_vtd_to_63_with_5000_sims,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3187,3173,3173,3133,3131,3131,3131,3125,3125,3125,3110,3110,3110,3110,3110,1798,1439,1439,1439,1439,1359,1359,1359,1359,1359,697,569,348,209,209,117,69,29
26228648_ny_vtd_to_63_with_5000_sims,4998,4998,4998,4998,4998,4998,4998,4998,4998,4764,4764,4764,4764,4764,4764,4764,4764,4764,4764,4764,4764,3974,3974,3957,3957,2309,2309,2160,2160,2160,2160,2111,1648,1648,1648,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1445,1441,1248,1248,1248,1170,1170,290,281,281,105,66
40002121_ny_vtd_to_63_with_5000_sims,3407,3407,3407,3407,3407,3407,3407,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3353,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3332,3332,1650,1580,1580,1580,921,921,310,209,200,200,200,29
23552072_ny_vtd_to_63_with_5000_sims,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,2088,2088,1425,1425,704,663,663,546,384,337,337,208,190,190,190,168,64,26
60290400_ny_vtd_to_63_with_5000_sims,3441,3441,3441,3441,3441,3441,3441,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2172,2141,2141,2141,2141,1865,1865,1865,1865,1865,1865,1196,1196,1196,545,168,96
10339872_ny_vtd_to_63_with_5000_sims,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,2764,758,758,758,504,419,419,419,419,419,419,302,272,160,105,96,25
71780104_ny_vtd_to_63_with_5000_sims,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1469,1469,886,593,380,302,181,164,129,99,41
24951280_ny_vtd_to_63_with_5000_sims,4387,4387,4387,4387,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,2622,2622,2622,2622,2622,2622,2622,2622,2622,2622,2622,2622,2622,2038,1907,1907,1907,1907,1907,1907,1907,1907,1907,1606,1324,1324,1059,765,690,653,200,200,42
27629519_ny_vtd_to_63_with_5000_sims,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4955,4420,4420,4420,4420,4420,4420,4420,4420,4420,4400,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,4352,3922,3459,3459,1763,1106,806,694,569,357,357,350,328,297,297,140,25
47095_ny_vtd_to_63_with_5000_sims,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,4646,3480,3480,3480,3480,3480,3127,1939,1236,1233,1083,1083,1083,1083,1033,1001,1001,1001,1001,843,666,596,385,153,115,26
57731932_ny_vtd_to_63_with_5000_sims,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,1195,1195,1195,659,659,659,659,659,659,659,659,659,332,332,332,222,173,105,40
84393296_ny_vtd_to_63_with_5000_sims,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4967,4794,4794,4794,4794,4794,4794,4794,4794,4794,4794,4792,4792,4792,4792,4792,4792,4792,4440,3318,3318,3094,3035,3035,3035,3035,3035,3035,3035,3035,2699,2035,1849,1758,327,221,124,74,55,29
94433789_ny_vtd_to_63_with_5000_sims,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301,3291,3291,2887,2887,2887,2834,1983,1983,1954,1954,1954,1954,1648,1648,1648,1648,1648,1648,1648,1648,1648,964,684,679,679,679,679,486,486,486,486,486,481,323,210,26
4198480_ny_vtd_to_63_with_5000_sims,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4611,4611,4611,4611,4611,4611,4461,4461,4461,4461,4461,4461,4461,4461,4461,4461,3236,1262,1262,697,489,342,339,198,193,74,31
15262360_ny_vtd_to_63_with_5000_sims,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,4178,3825,3161,3161,2549,518,149,68,30
92025286_ny_vtd_to_63_with_5000_sims,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,1753,1697,1697,1697,1697,1697,1661,1661,1283,1283,1283,1283,642,522,522,251,38
44430696_ny_vtd_to_63_with_5000_sims,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,848,848,817,817,817,817,817,817,525,525,420,420,359,200,38
71230854_ny_vtd_to_63_with_5000_sims,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,1644,900,900,572,562,516,516,111,44
8068296_ny_vtd_to_63_with_5000_sims,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,1592,1569,1569,1569,1569,1569,1569,1569,1179,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1101,1101,1101,1067,728,728,709,681,331,119,35
39044159_ny_vtd_to_63_with_5000_sims,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2709,2709,2709,2709,2709,2113,2113,2113,2113,2113,1938,938,545,539,539,289,133,72,35
21889375_ny_vtd_to_63_with_5000_sims,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4928,4897,4897,4897,4897,4591,4591,4591,4591,4591,4591,4591,4274,4274,2846,2846,2616,2507,2507,2507,2507,2503,2503,2503,2116,1068,1068,414,287,121,45
71859306_ny_vtd_to_63_with_5000_sims,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2317,2317,2280,2280,2280,2280,2280,2280,2254,2254,2254,2254,2254,2254,2254,2254,2254,2158,2158,2158,2158,2158,2158,2158,2158,1392,1392,1218,1218,534,223,125,54,49
91512550_ny_vtd_to_63_with_5000_sims,4695,4695,4695,4695,4695,4695,4695,4695,4695,4695,4695,4695,4695,4695,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,4687,3632,3632,2067,2067,2067,2067,2067,1839,872,872,799,799,522,233,111,60,30
19638698_ny_vtd_to_63_with_5000_sims,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,2828,2828,2828,2828,2636,2636,2636,2391,2200,2180,2116,1624,417,417,291,145,98,80,22
15381034_ny_vtd_to_63_with_5000_sims,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,2556,1960,1960,1960,1960,1960,1293,1008,961,961,647,647,301,179,122,28
5417921_ny_vtd_to_63_with_5000_sims,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4430,4428,4428,4428,4428,4373,4373,4373,4373,4373,4373,4373,4373,4373,4346,4346,4346,4346,4346,4346,4346,4346,4346,3935,2937,626,289,108,51,21
33323136_ny_vtd_to_63_with_5000_sims,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4924,4924,4924,4924,4924,4924,4924,4082,3752,3752,3752,2987,2987,1670,1670,1152,580,580,328,258,94,63,24
67355720_ny_vtd_to_63_with_5000_sims,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3406,3383,3383,2481,1961,1910,1903,1903,1903,1903,1903,1903,1903,1903,1594,1594,1594,1594,1594,1594,1594,1594,952,858,858,858,858,356,111,32
82000180_ny_vtd_to_63_with_5000_sims,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,2607,2607,2607,2607,2607,2607,2607,1927,1898,1898,1898,1898,1898,887,385,298,293,98,30
5149608_ny_vtd_to_63_with_5000_sims,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763,1557,1557,1557,1557,1557,1557,1171,1166,1166,1166,831,831,831,681,681,679,572,572,572,336,312,312,300,120,70,46
52841150_ny_vtd_to_63_with_5000_sims,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2515,2441,2441,2441,2441,1641,1641,1623,1623,1621,1393,1393,1393,1393,1393,1279,1259,1259,1259,1259,794,702,325,106,49
3451869_ny_vtd_to_63_with_5000_sims,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2252,2164,2164,2164,2148,2148,2148,2148,1090,390,208,207,94,25
72310534_ny_vtd_to_63_with_5000_sims,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,2740,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,1972,1972,1224,586,307,35
21973560_ny_vtd_to_63_with_5000_sims,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,1643,1392,1041,396,228,157,86,47,27
53702660_ny_vtd_to_63_with_5000_sims,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4689,2951,2951,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,1051,1051,828,785,785,737,737,737,737,737,737,737,528,209,138,61,36
62044888_ny_vtd_to_63_with_5000_sims,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260,2257,2257,2257,2255,2255,2255,2191,2191,2191,2188,2188,2137,2032,2028,1941,1898,1865,1865,1865,1865,1865,1865,1865,1865,1330,733,381,330,330,330,255,112,47
82067220_ny_vtd_to_63_with_5000_sims,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,4851,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,3769,1133,715,715,661,123,104,34,21
39691471_ny_vtd_to_63_with_5000_sims,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4821,4675,4675,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,3404,3404,3404,1999,1124,505,274,191,97,23
70245195_ny_vtd_to_63_with_5000_sims,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4838,4829,4820,4820,4820,4750,4750,4750,4750,4750,4750,4750,4750,2541,2541,2541,2541,2541,1718,1718,1370,1184,1184,454,156,55,20
30316862_ny_vtd_to_63_with_5000_sims,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2861,2861,2861,2861,2861,2861,2861,1887,1268,693,402,402,402,402,306,306,119,81,37
4337430_ny_vtd_to_63_with_5000_sims,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4654,4293,4234,4234,2905,2905,2905,2882,2572,2559,2559,729,729,452,68,28
93500008_ny_vtd_to_63_with_5000_sims,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,4783,2451,2166,1393,1393,1393,1393,1393,1372,1201,1196,1196,970,970,970,970,953,948,948,944,737,580,580,580,580,580,322,277,225,59
84373958_ny_vtd_to_63_with_5000_sims,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3685,3166,1608,1558,1558,1558,1529,1514,1514,1514,1514,1514,792,792,792,792,784,784,784,782,344,113,80
49203944_ny_vtd_to_63_with_5000_sims,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2316,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,1384,258,162,44
79462250_ny_vtd_to_63_with_5000_sims,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4671,3988,3988,3988,3988,3988,3920,3920,3135,3135,2940,2393,1532,1532,1532,1323,1323,1323,1323,1323,815,634,479,181,152,54,38
48974554_ny_vtd_to_63_with_5000_sims,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,1267,1248,1248,1248,1248,1248,1248,994,994,994,994,457,423,402,318,277,70,29
31339659_ny_vtd_to_63_with_5000_sims,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,4041,3489,3489,3489,3489,3489,3489,3489,3489,3489,1918,1192,1020,1020,1020,1020,1020,822,334,241,88
45424016_ny_vtd_to_63_with_5000_sims,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,2516,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1581,1034,1034,835,835,835,835,835,794,794,664,664,664,566,566,566,566,479,479,164,72,53
39747984_ny_vtd_to_63_with_5000_sims,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,716,716,649,534,464,398,398,398,398,253,236,123,118
29988746_ny_vtd_to_63_with_5000_sims,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,3346,2481,2406,2406,1741,1741,1428,502,281,155,59,41
66827073_ny_vtd_to_63_with_5000_sims,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1394,695,518,518,518,518,319,236,230,82,29
62367100_ny_vtd_to_63_with_5000_sims,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4976,4364,4364,4364,3890,1314,816,474,338,292,79,59,36
19113356_ny_vtd_to_63_with_5000_sims,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4930,4833,3828,3819,3819,3819,3819,3819,3819,2633,2554,2554,1701,1489,1390,793,793,667,667,667,667,518,258,126
70717548_ny_vtd_to_63_with_5000_sims,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,2779,1875,904,791,791,791,791,791,627,627,627,627,431,386,386,282,88,31
302923_ny_vtd_to_63_with_5000_sims,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,3309,2647,2647,2647,1526,997,529,529,411,411,358,358,234,105,99,58,25
71971540_ny_vtd_to_63_with_5000_sims,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,1867,993,993,993,993,993,993,993,993,993,993,992,992,992,992,992,992,992,992,992,992,992,992,992,992,992,874,874,874,874,874,874,874,874,874,830,723,723,617,617,617,617,498,420,416,191,102,32
