filename,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41
95806701_new_mexico_precincts_to_42_with_5000_sims,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,1804,1313,1228,491,174,62,12
36597376_new_mexico_precincts_to_42_with_5000_sims,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,2727,1887,1860,1845,1845,1800,1800,1407,1407,1258,658,576,569,569,569,569,546,546,536,160,153,153,44,24
26605784_new_mexico_precincts_to_42_with_5000_sims,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,990,959,955,703,674,380,349,349,324,269,186,145,94,15
9737956_new_mexico_precincts_to_42_with_5000_sims,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3192,3192,3192,3187,2547,2547,2547,1634,1634,913,902,722,610,303,256,179,153,89,15
88232885_new_mexico_precincts_to_42_with_5000_sims,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,962,962,955,955,955,955,921,882,855,855,855,855,855,855,855,855,855,600,562,546,517,517,470,325,124,66,29
58161704_new_mexico_precincts_to_42_with_5000_sims,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1031,1020,1020,634,560,310,255,103,22
74847448_new_mexico_precincts_to_42_with_5000_sims,1055,1055,1055,1055,1055,1055,1055,1055,1044,1044,1044,1044,1044,1044,1044,1044,1007,1007,970,970,935,935,935,929,929,929,929,929,929,929,929,929,813,813,813,813,581,129,55,36,16
10041200_new_mexico_precincts_to_42_with_5000_sims,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,933,522,383,383,354,354,354,199,80,16
6425725_new_mexico_precincts_to_42_with_5000_sims,1332,1332,1332,1332,1332,1332,1332,1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,1262,1262,1262,1262,1262,646,629,626,626,626,626,626,626,450,450,443,247,231,226,127,106,88,74,18
90588742_new_mexico_precincts_to_42_with_5000_sims,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,724,700,700,700,617,617,548,548,548,548,548,360,281,182,141,141,49,17
74448018_new_mexico_precincts_to_42_with_5000_sims,3684,3684,3684,3684,3684,3684,3684,3681,3681,3445,3445,3445,3445,3445,3445,3445,3441,3441,3441,3441,3441,3441,3081,3066,2606,2606,2606,2606,1835,1078,1078,559,559,460,345,345,310,310,254,62,26
5628920_new_mexico_precincts_to_42_with_5000_sims,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1946,1942,1942,1942,1942,1942,1698,1657,1657,1657,1657,1654,1654,1654,1069,965,949,949,949,949,949,885,500,354,119,69,19
41718072_new_mexico_precincts_to_42_with_5000_sims,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171,945,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,943,724,724,724,652,652,558,429,429,199,199,52,14
86983220_new_mexico_precincts_to_42_with_5000_sims,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3991,3991,3991,3991,3991,3991,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,2961,2911,1957,1447,572,490,117,42,20
23029625_new_mexico_precincts_to_42_with_5000_sims,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1732,1732,1347,1347,1347,1102,1102,977,977,718,718,707,707,707,601,520,520,342,302,129,23
10043670_new_mexico_precincts_to_42_with_5000_sims,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,4395,3501,3437,3437,3437,3437,3437,2559,2559,2559,2559,2559,2457,2457,2389,2382,2376,2376,2376,2376,2376,1484,1484,904,576,177,24
66948808_new_mexico_precincts_to_42_with_5000_sims,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1609,1609,1609,1609,1609,1366,1366,1366,1365,1139,1099,1099,1099,1045,1045,1032,1032,1032,858,858,845,426,408,351,327,246,231,140,91,22
71636682_new_mexico_precincts_to_42_with_5000_sims,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,938,826,826,622,622,622,622,622,622,622,622,622,622,618,444,282,282,282,155,17
2233360_new_mexico_precincts_to_42_with_5000_sims,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,966,814,771,771,712,712,443,443,443,443,443,443,443,366,366,366,366,360,271,88,43,14
79831000_new_mexico_precincts_to_42_with_5000_sims,3336,3336,3336,3336,3336,3336,3336,3336,3336,3336,3336,2111,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073,1318,813,813,813,516,397,198,121,47,19
7170198_new_mexico_precincts_to_42_with_5000_sims,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1806,1429,1429,1429,1429,1429,1429,1429,1429,1073,811,811,811,777,777,777,777,777,777,777,777,777,777,777,735,399,105,54,18
13377461_new_mexico_precincts_to_42_with_5000_sims,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,561,561,373,193,106,48,26
58443525_new_mexico_precincts_to_42_with_5000_sims,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1897,1897,1894,1894,1894,1894,1404,1349,1349,1195,1195,941,941,941,941,464,177,110,20
88759124_new_mexico_precincts_to_42_with_5000_sims,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,743,716,716,716,716,716,691,691,460,460,460,355,351,351,321,117,23
5665816_new_mexico_precincts_to_42_with_5000_sims,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1149,1149,1149,1149,1149,1149,1149,1149,1149,1144,1144,1048,551,360,360,228,161,77,29
